Fell/found?,Meteor mass classes,Place,Type of meteorite,Year,Coordinate 1,Coordinates 2,"Sum of Mass, g"
Found,0-9kg,Y-86649,Stone-uncl,1986,-71.5,35.66667,21.77
Found,0-9kg,Y-86648,Stone-uncl,1986,-71.5,35.66667,6.54
Found,0-9kg,Y-86647,Stone-uncl,1986,-71.5,35.66667,8.68
Found,0-9kg,Y-86646,Stone-uncl,1986,-71.5,35.66667,9.23
Found,0-9kg,Y-86645,Stone-uncl,1986,-71.5,35.66667,41.77
Found,0-9kg,Y-86644,Stone-uncl,1986,-71.5,35.66667,51.23
Found,0-9kg,Y-86643,Stone-uncl,1986,-71.5,35.66667,3.53
Found,0-9kg,Y-86642,Stone-uncl,1986,-71.5,35.66667,28.01
Found,0-9kg,Y-86641,Stone-uncl,1986,-71.5,35.66667,25.51
Found,0-9kg,Y-86640,H4,1986,-71.5,35.66667,3.46
Found,0-9kg,Y-86639,H4,1986,-71.5,35.66667,13.67
Found,0-9kg,Y-86638,H4,1986,-71.5,35.66667,130.8
Found,0-9kg,Y-86637,H4,1986,-71.5,35.66667,297.52
Found,0-9kg,Y-86636,H5,1986,-71.5,35.66667,82.9
Found,0-9kg,Y-86635,H6,1986,-71.5,35.66667,121.6
Found,0-9kg,Y-86634,H5,1986,-71.5,35.66667,27.94
Found,0-9kg,Y-86633,C4,1986,-71.5,35.66667,3.96
Found,0-9kg,Y-86632,L3.6,1986,-71.5,35.66667,96.59
Found,0-9kg,Y-86631,L3.8,1986,-71.5,35.66667,33.94
Found,0-9kg,Y-86630,H4,1986,-71.5,35.66667,27.56
Found,0-9kg,Y-86629,H4,1986,-71.5,35.66667,0.65
Found,0-9kg,Y-86628,H4,1986,-71.5,35.66667,0.75
Found,0-9kg,Y-86627,H4,1986,-71.5,35.66667,0.93
Found,0-9kg,Y-86626,H4,1986,-71.5,35.66667,0.68
Found,0-9kg,Y-86625,H4,1986,-71.5,35.66667,0.85
Found,0-9kg,Y-86624,H4,1986,-71.5,35.66667,0.87
Found,0-9kg,Y-86623,H4,1986,-71.5,35.66667,0.9
Found,0-9kg,Y-86622,H4,1986,-71.5,35.66667,0.84
Found,0-9kg,Y-86621,H4,1986,-71.5,35.66667,0.85
Found,0-9kg,Y-86620,H4,1986,-71.5,35.66667,1.01
Found,0-9kg,Y-86619,H4,1986,-71.5,35.66667,0.82
Found,0-9kg,Y-86618,H4,1986,-71.5,35.66667,1.17
Found,0-9kg,Y-86617,H4,1986,-71.5,35.66667,0.77
Found,0-9kg,Y-86616,H4,1986,-71.5,35.66667,0.77
Found,0-9kg,Y-86615,H4,1986,-71.5,35.66667,1.03
Found,0-9kg,Y-86614,H4,1986,-71.5,35.66667,0.99
Found,0-9kg,Y-86613,H4,1986,-71.5,35.66667,1.24
Found,0-9kg,Y-86612,H4,1986,-71.5,35.66667,0.8
Found,0-9kg,Y-86611,H4,1986,-71.5,35.66667,0.97
Found,0-9kg,Y-86610,H4,1986,-71.5,35.66667,1.01
Found,0-9kg,Y-86609,H4,1986,-71.5,35.66667,1.27
Found,0-9kg,Y-86608,H4,1986,-71.5,35.66667,1.22
Found,0-9kg,Y-86607,H4,1986,-71.5,35.66667,1.33
Found,0-9kg,Y-86606,H4,1986,-71.5,35.66667,0.7
Found,0-9kg,Y-86605,H4,1986,-71.5,35.66667,1.61
Found,0-9kg,Y-86604,H4,1986,-71.5,35.66667,1.64
Found,0-9kg,Y-86603,H4,1986,-71.5,35.66667,1.45
Found,0-9kg,Y-86602,H4,1986,-71.5,35.66667,2.04
Found,0-9kg,Y-86601,H4,1986,-71.5,35.66667,1.44
Found,0-9kg,Y-86600,H4,1986,-71.5,35.66667,1.49
Found,0-9kg,Y-86599,H4,1986,-71.5,35.66667,1.48
Found,0-9kg,Y-86598,H4,1986,-71.5,35.66667,2.09
Found,0-9kg,Y-86597,H4,1986,-71.5,35.66667,3.12
Found,0-9kg,Y-86596,H4,1986,-71.5,35.66667,1.84
Found,0-9kg,Y-86595,H4,1986,-71.5,35.66667,3.41
Found,0-9kg,Y-86594,H4,1986,-71.5,35.66667,2.29
Found,0-9kg,Y-86593,H4,1986,-71.5,35.66667,2.76
Found,0-9kg,Y-86592,H4,1986,-71.5,35.66667,2.67
Found,0-9kg,Y-86591,H4,1986,-71.5,35.66667,1.87
Found,0-9kg,Y-86590,H4,1986,-71.5,35.66667,0.66
Found,0-9kg,Y-86589,H4,1986,-71.5,35.66667,1.33
Found,0-9kg,Y-86588,H4,1986,-71.5,35.66667,0.93
Found,0-9kg,Y-86587,H4,1986,-71.5,35.66667,1.33
Found,0-9kg,Y-86586,H4,1986,-71.5,35.66667,1.91
Found,0-9kg,Y-86585,H4,1986,-71.5,35.66667,1.59
Found,0-9kg,Y-86584,H4,1986,-71.5,35.66667,1.5
Found,0-9kg,Y-86583,H4,1986,-71.5,35.66667,1.93
Found,0-9kg,Y-86582,H4,1986,-71.5,35.66667,1.78
Found,0-9kg,Y-86581,H4,1986,-71.5,35.66667,1.17
Found,0-9kg,Y-86580,H4,1986,-71.5,35.66667,1.09
Found,0-9kg,Y-86579,H4,1986,-71.5,35.66667,1
Found,0-9kg,Y-86578,H4,1986,-71.5,35.66667,1.21
Found,0-9kg,Y-86577,H4,1986,-71.5,35.66667,1.25
Found,0-9kg,Y-86576,H4,1986,-71.5,35.66667,2.06
Found,0-9kg,Y-86575,H4,1986,-71.5,35.66667,2.03
Found,0-9kg,Y-86574,H4,1986,-71.5,35.66667,1.66
Found,0-9kg,Y-86573,H4,1986,-71.5,35.66667,1.79
Found,0-9kg,Y-86572,H4,1986,-71.5,35.66667,2.62
Found,0-9kg,Y-86571,H4,1986,-71.5,35.66667,1
Found,0-9kg,Y-86570,H4,1986,-71.5,35.66667,0.76
Found,0-9kg,Y-86569,H4,1986,-71.5,35.66667,0.98
Found,0-9kg,Y-86568,H4,1986,-71.5,35.66667,1.12
Found,0-9kg,Y-86567,H4,1986,-71.5,35.66667,2.03
Found,0-9kg,Y-86566,H4,1986,-71.5,35.66667,0.8
Found,0-9kg,Y-86565,H4,1986,-71.5,35.66667,1.25
Found,0-9kg,Y-86564,H4,1986,-71.5,35.66667,0.64
Found,0-9kg,Y-86563,H4,1986,-71.5,35.66667,1.21
Found,0-9kg,Y-86562,H4,1986,-71.5,35.66667,1.68
Found,0-9kg,Y-86561,H4,1986,-71.5,35.66667,2.06
Found,0-9kg,Y-86560,H4,1986,-71.5,35.66667,1.32
Found,0-9kg,Y-86559,H4,1986,-71.5,35.66667,1
Found,0-9kg,Y-86558,H4,1986,-71.5,35.66667,1.23
Found,0-9kg,Y-86557,H4,1986,-71.5,35.66667,0.66
Found,0-9kg,Y-86556,H4,1986,-71.5,35.66667,1.1
Found,0-9kg,Y-86555,H4,1986,-71.5,35.66667,0.64
Found,0-9kg,Y-86554,H4,1986,-71.5,35.66667,1.35
Found,0-9kg,Y-86553,H4,1986,-71.5,35.66667,2.34
Found,0-9kg,Y-86552,H4,1986,-71.5,35.66667,0.85
Found,0-9kg,Y-86551,H4,1986,-71.5,35.66667,1.16
Found,0-9kg,Y-86550,H4,1986,-71.5,35.66667,1.27
Found,0-9kg,Y-86549,H4,1986,-71.5,35.66667,1.45
Found,0-9kg,Y-86548,H4,1986,-71.5,35.66667,1.74
Found,0-9kg,Y-86547,H4,1986,-71.5,35.66667,2.12
Found,0-9kg,Y-86546,H4,1986,-71.5,35.66667,0.42
Found,0-9kg,Y-86545,H4,1986,-71.5,35.66667,1.96
Found,0-9kg,Y-86544,H4,1986,-71.5,35.66667,1.57
Found,0-9kg,Y-86543,H4,1986,-71.5,35.66667,1.11
Found,0-9kg,Y-86542,H4,1986,-71.5,35.66667,2.1
Found,0-9kg,Y-86541,H4,1986,-71.5,35.66667,2.64
Found,0-9kg,Y-86540,H4,1986,-71.5,35.66667,2.12
Found,0-9kg,Y-86539,H4,1986,-71.5,35.66667,1.36
Found,0-9kg,Y-86538,H4,1986,-71.5,35.66667,1.42
Found,0-9kg,Y-86537,H4,1986,-71.5,35.66667,2.03
Found,0-9kg,Y-86536,H4,1986,-71.5,35.66667,1.99
Found,0-9kg,Y-86535,H4,1986,-71.5,35.66667,1.17
Found,0-9kg,Y-86534,H4,1986,-71.5,35.66667,2.15
Found,0-9kg,Y-86533,H4,1986,-71.5,35.66667,1.73
Found,0-9kg,Y-86532,H4,1986,-71.5,35.66667,1.82
Found,0-9kg,Y-86531,H4,1986,-71.5,35.66667,2.45
Found,0-9kg,Y-86530,H4,1986,-71.5,35.66667,1.11
Found,0-9kg,Y-86529,H4,1986,-71.5,35.66667,0.94
Found,0-9kg,Y-86528,H4,1986,-71.5,35.66667,2.34
Found,0-9kg,Y-86527,H4,1986,-71.5,35.66667,2.48
Found,0-9kg,Y-86526,H4,1986,-71.5,35.66667,1.74
Found,0-9kg,Y-86525,H4,1986,-71.5,35.66667,2.01
Found,0-9kg,Y-86524,H4,1986,-71.5,35.66667,0.96
Found,0-9kg,Y-86523,H4,1986,-71.5,35.66667,1.24
Found,0-9kg,Y-86522,H4,1986,-71.5,35.66667,2.99
Found,0-9kg,Y-86521,H4,1986,-71.5,35.66667,2.65
Found,0-9kg,Y-86520,H4,1986,-71.5,35.66667,2
Found,0-9kg,Y-86519,H4,1986,-71.5,35.66667,1.96
Found,0-9kg,Y-86518,H4,1986,-71.5,35.66667,1.72
Found,0-9kg,Y-86517,H4,1986,-71.5,35.66667,1.48
Found,0-9kg,Y-86516,H4,1986,-71.5,35.66667,0.33
Found,0-9kg,Y-86515,H4,1986,-71.5,35.66667,1.38
Found,0-9kg,Y-86514,H4,1986,-71.5,35.66667,2.45
Found,0-9kg,Y-86513,H4,1986,-71.5,35.66667,1.92
Found,0-9kg,Y-86512,H4,1986,-71.5,35.66667,1.18
Found,0-9kg,Y-86511,H4,1986,-71.5,35.66667,2.32
Found,0-9kg,Y-86510,H4,1986,-71.5,35.66667,0.65
Found,0-9kg,Y-86509,H4,1986,-71.5,35.66667,0.51
Found,0-9kg,Y-86508,H4,1986,-71.5,35.66667,0.64
Found,0-9kg,Y-86507,H4,1986,-71.5,35.66667,0.71
Found,0-9kg,Y-86506,H4,1986,-71.5,35.66667,2.06
Found,0-9kg,Y-86505,H4,1986,-71.5,35.66667,1.27
Found,0-9kg,Y-86504,H4,1986,-71.5,35.66667,2.41
Found,0-9kg,Y-86503,H4,1986,-71.5,35.66667,2.29
Found,0-9kg,Y-86502,H4,1986,-71.5,35.66667,2.45
Found,0-9kg,Y-86501,H4,1986,-71.5,35.66667,3.52
Found,0-9kg,Y-86500,H4,1986,-71.5,35.66667,1.25
Found,0-9kg,Y-86499,H4,1986,-71.5,35.66667,1.52
Found,0-9kg,Y-86498,H4,1986,-71.5,35.66667,1.53
Found,0-9kg,Y-86497,H4,1986,-71.5,35.66667,2.17
Found,0-9kg,Y-86496,H4,1986,-71.5,35.66667,1.74
Found,0-9kg,Y-86495,H4,1986,-71.5,35.66667,2.57
Found,0-9kg,Y-86494,H4,1986,-71.5,35.66667,2.02
Found,0-9kg,Y-86493,H4,1986,-71.5,35.66667,2.18
Found,0-9kg,Y-86492,H4,1986,-71.5,35.66667,3.43
Found,0-9kg,Y-86491,H4,1986,-71.5,35.66667,2.55
Found,0-9kg,Y-86490,H4,1986,-71.5,35.66667,1.08
Found,0-9kg,Y-86489,H4,1986,-71.5,35.66667,1.41
Found,0-9kg,Y-86488,H4,1986,-71.5,35.66667,1.5
Found,0-9kg,Y-86487,H4,1986,-71.5,35.66667,1.59
Found,0-9kg,Y-86486,H4,1986,-71.5,35.66667,2.01
Found,0-9kg,Y-86485,H4,1986,-71.5,35.66667,1.45
Found,0-9kg,Y-86484,H4,1986,-71.5,35.66667,2.37
Found,0-9kg,Y-86483,H4,1986,-71.5,35.66667,1.94
Found,0-9kg,Y-86482,H4,1986,-71.5,35.66667,2.52
Found,0-9kg,Y-86481,H4,1986,-71.5,35.66667,3.11
Found,0-9kg,Y-86480,H4,1986,-71.5,35.66667,0.89
Found,0-9kg,Y-86479,H4,1986,-71.5,35.66667,0.95
Found,0-9kg,Y-86478,H4,1986,-71.5,35.66667,1.06
Found,0-9kg,Y-86477,H4,1986,-71.5,35.66667,1.54
Found,0-9kg,Y-86476,H4,1986,-71.5,35.66667,2.05
Found,0-9kg,Y-86475,H4,1986,-71.5,35.66667,1.49
Found,0-9kg,Y-86474,H4,1986,-71.5,35.66667,3.02
Found,0-9kg,Y-86473,H4,1986,-71.5,35.66667,2.06
Found,0-9kg,Y-86472,H4,1986,-71.5,35.66667,1.83
Found,0-9kg,Y-86471,H4,1986,-71.5,35.66667,2.49
Found,0-9kg,Y-86470,H4,1986,-71.5,35.66667,0.82
Found,0-9kg,Y-86469,H4,1986,-71.5,35.66667,0.87
Found,0-9kg,Y-86468,H4,1986,-71.5,35.66667,1.43
Found,0-9kg,Y-86467,H4,1986,-71.5,35.66667,1.61
Found,0-9kg,Y-86466,H4,1986,-71.5,35.66667,1.69
Found,0-9kg,Y-86465,H4,1986,-71.5,35.66667,1.51
Found,0-9kg,Y-86464,H4,1986,-71.5,35.66667,2.35
Found,0-9kg,Y-86463,H4,1986,-71.5,35.66667,1.97
Found,0-9kg,Y-86462,H4,1986,-71.5,35.66667,2.94
Found,0-9kg,Y-86461,H4,1986,-71.5,35.66667,1.01
Found,0-9kg,Y-86460,H4,1986,-71.5,35.66667,1.74
Found,0-9kg,Y-86459,H4,1986,-71.5,35.66667,1.13
Found,0-9kg,Y-86458,H4,1986,-71.5,35.66667,1.57
Found,0-9kg,Y-86457,H4,1986,-71.5,35.66667,1.49
Found,0-9kg,Y-86456,H4,1986,-71.5,35.66667,0.76
Found,0-9kg,Y-86455,H4,1986,-71.5,35.66667,1.58
Found,0-9kg,Y-86454,H4,1986,-71.5,35.66667,1.66
Found,0-9kg,Y-86453,H4,1986,-71.5,35.66667,2.63
Found,0-9kg,Y-86452,H4,1986,-71.5,35.66667,2.49
Found,0-9kg,Y-86451,H4,1986,-71.5,35.66667,2.52
Found,0-9kg,Y-86450,H4,1986,-71.5,35.66667,0.5
Found,0-9kg,Y-86449,H4,1986,-71.5,35.66667,0.93
Found,0-9kg,Y-86448,H4,1986,-71.5,35.66667,1.53
Found,0-9kg,Y-86447,H4,1986,-71.5,35.66667,1.08
Found,0-9kg,Y-86446,H4,1986,-71.5,35.66667,1.95
Found,0-9kg,Y-86445,H4,1986,-71.5,35.66667,1.51
Found,0-9kg,Y-86444,H4,1986,-71.5,35.66667,1.61
Found,0-9kg,Y-86443,H4,1986,-71.5,35.66667,1.92
Found,0-9kg,Y-86442,H4,1986,-71.5,35.66667,1.99
Found,0-9kg,Y-86441,H4,1986,-71.5,35.66667,2.8
Found,0-9kg,Y-86440,H4,1986,-71.5,35.66667,1.68
Found,0-9kg,Y-86439,H4,1986,-71.5,35.66667,1.34
Found,0-9kg,Y-86438,H4,1986,-71.5,35.66667,2.05
Found,0-9kg,Y-86437,H4,1986,-71.5,35.66667,1.19
Found,0-9kg,Y-86436,H4,1986,-71.5,35.66667,2.32
Found,0-9kg,Y-86435,H4,1986,-71.5,35.66667,1.71
Found,0-9kg,Y-86434,H4,1986,-71.5,35.66667,1.69
Found,0-9kg,Y-86433,H4,1986,-71.5,35.66667,2.01
Found,0-9kg,Y-86432,H4,1986,-71.5,35.66667,1.88
Found,0-9kg,Y-86431,H4,1986,-71.5,35.66667,1.53
Found,0-9kg,Y-86430,H4,1986,-71.5,35.66667,2.03
Found,0-9kg,Y-86429,H4,1986,-71.5,35.66667,2.45
Found,0-9kg,Y-86428,H4,1986,-71.5,35.66667,2.57
Found,0-9kg,Y-86427,H4,1986,-71.5,35.66667,2.71
Found,0-9kg,Y-86426,H4,1986,-71.5,35.66667,2.22
Found,0-9kg,Y-86425,H4,1986,-71.5,35.66667,3.41
Found,0-9kg,Y-86424,H4,1986,-71.5,35.66667,4.21
Found,0-9kg,Y-86423,H4,1986,-71.5,35.66667,2.7
Found,0-9kg,Y-86422,H4,1986,-71.5,35.66667,3.47
Found,0-9kg,Y-86421,H4,1986,-71.5,35.66667,3.82
Found,0-9kg,Y-86420,H4,1986,-71.5,35.66667,3.83
Found,0-9kg,Y-86419,H4,1986,-71.5,35.66667,2.55
Found,0-9kg,Y-86418,H4,1986,-71.5,35.66667,3.66
Found,0-9kg,Y-86417,H4,1986,-71.5,35.66667,2.32
Found,0-9kg,Y-86416,H4,1986,-71.5,35.66667,3.62
Found,0-9kg,Y-86415,H4,1986,-71.5,35.66667,2.89
Found,0-9kg,Y-86414,H4,1986,-71.5,35.66667,2.46
Found,0-9kg,Y-86413,H4,1986,-71.5,35.66667,3.31
Found,0-9kg,Y-86412,H4,1986,-71.5,35.66667,3.61
Found,0-9kg,Y-86411,H4,1986,-71.5,35.66667,2.84
Found,0-9kg,Y-86410,H4,1986,-71.5,35.66667,2.43
Found,0-9kg,Y-86409,H4,1986,-71.5,35.66667,2.27
Found,0-9kg,Y-86408,H4,1986,-71.5,35.66667,3.2
Found,0-9kg,Y-86407,H4,1986,-71.5,35.66667,3.02
Found,0-9kg,Y-86406,H4,1986,-71.5,35.66667,2.96
Found,0-9kg,Y-86405,H4,1986,-71.5,35.66667,1.97
Found,0-9kg,Y-86404,H4,1986,-71.5,35.66667,3.42
Found,0-9kg,Y-86403,H4,1986,-71.5,35.66667,1.13
Found,0-9kg,Y-86402,H4,1986,-71.5,35.66667,3.4
Found,0-9kg,Y-86401,H4,1986,-71.5,35.66667,2.59
Found,0-9kg,Y-86400,Stone-uncl,1986,-71.5,35.66667,4.13
Found,0-9kg,Y-86399,H4,1986,-71.5,35.66667,4.27
Found,0-9kg,Y-86398,H4,1986,-71.5,35.66667,3.51
Found,0-9kg,Y-86397,H4,1986,-71.5,35.66667,3.09
Found,0-9kg,Y-86396,H4,1986,-71.5,35.66667,3.12
Found,0-9kg,Y-86395,H4,1986,-71.5,35.66667,3.2
Found,0-9kg,Y-86394,H4,1986,-71.5,35.66667,3.31
Found,0-9kg,Y-86393,H4,1986,-71.5,35.66667,3.36
Found,0-9kg,Y-86392,H4,1986,-71.5,35.66667,3.95
Found,0-9kg,Y-86391,H4,1986,-71.5,35.66667,4.27
Found,0-9kg,Y-86390,H4,1986,-71.5,35.66667,3.99
Found,0-9kg,Y-86389,H4,1986,-71.5,35.66667,5.18
Found,0-9kg,Y-86388,H4,1986,-71.5,35.66667,3.7
Found,0-9kg,Y-86387,H4,1986,-71.5,35.66667,4.14
Found,0-9kg,Y-86386,H4,1986,-71.5,35.66667,3.24
Found,0-9kg,Y-86385,H4,1986,-71.5,35.66667,4.93
Found,0-9kg,Y-86384,H4,1986,-71.5,35.66667,4.43
Found,0-9kg,Y-86383,H4,1986,-71.5,35.66667,4.59
Found,0-9kg,Y-86382,H4,1986,-71.5,35.66667,4.15
Found,0-9kg,Y-86381,H4,1986,-71.5,35.66667,4.61
Found,0-9kg,Y-86380,H4,1986,-71.5,35.66667,4.95
Found,0-9kg,Y-86379,H4,1986,-71.5,35.66667,4.73
Found,0-9kg,Y-86378,H4,1986,-71.5,35.66667,4.93
Found,0-9kg,Y-86377,H4,1986,-71.5,35.66667,4.21
Found,0-9kg,Y-86376,H4,1986,-71.5,35.66667,4.2
Found,0-9kg,Y-86375,H4,1986,-71.5,35.66667,4.32
Found,0-9kg,Y-86374,H4,1986,-71.5,35.66667,5.66
Found,0-9kg,Y-86373,H4,1986,-71.5,35.66667,5.67
Found,0-9kg,Y-86372,H4,1986,-71.5,35.66667,5.89
Found,0-9kg,Y-86371,H4,1986,-71.5,35.66667,5.75
Found,0-9kg,Y-86370,H4,1986,-71.5,35.66667,3.32
Found,0-9kg,Y-86369,H4,1986,-71.5,35.66667,4.75
Found,0-9kg,Y-86368,H4,1986,-71.5,35.66667,3.67
Found,0-9kg,Y-86367,H4,1986,-71.5,35.66667,5.86
Found,0-9kg,Y-86366,H4,1986,-71.5,35.66667,6.16
Found,0-9kg,Y-86365,H4,1986,-71.5,35.66667,3.65
Found,0-9kg,Y-86364,H4,1986,-71.5,35.66667,5.17
Found,0-9kg,Y-86363,H4,1986,-71.5,35.66667,5.71
Found,0-9kg,Y-86362,H4,1986,-71.5,35.66667,4.04
Found,0-9kg,Y-86361,H4,1986,-71.5,35.66667,6.77
Found,0-9kg,Y-86360,H4,1986,-71.5,35.66667,5.16
Found,0-9kg,Y-86359,H4,1986,-71.5,35.66667,7.94
Found,0-9kg,Y-86358,H4,1986,-71.5,35.66667,5.95
Found,0-9kg,Y-86357,H4,1986,-71.5,35.66667,4.38
Found,0-9kg,Y-86356,H4,1986,-71.5,35.66667,6.43
Found,0-9kg,Y-86355,H4,1986,-71.5,35.66667,4.76
Found,0-9kg,Y-86354,H4,1986,-71.5,35.66667,5.68
Found,0-9kg,Y-86353,H4,1986,-71.5,35.66667,6.52
Found,0-9kg,Y-86352,H4,1986,-71.5,35.66667,4.85
Found,0-9kg,Y-86351,H4,1986,-71.5,35.66667,7.14
Found,0-9kg,Y-86350,H4,1986,-71.5,35.66667,4.32
Found,0-9kg,Y-86349,H4,1986,-71.5,35.66667,7.07
Found,0-9kg,Y-86348,H4,1986,-71.5,35.66667,7.25
Found,0-9kg,Y-86347,H4,1986,-71.5,35.66667,5.26
Found,0-9kg,Y-86346,H4,1986,-71.5,35.66667,3.84
Found,0-9kg,Y-86345,H4,1986,-71.5,35.66667,6.31
Found,0-9kg,Y-86344,H4,1986,-71.5,35.66667,4.91
Found,0-9kg,Y-86343,H4,1986,-71.5,35.66667,4.36
Found,0-9kg,Y-86342,H4,1986,-71.5,35.66667,6.78
Found,0-9kg,Y-86341,H4,1986,-71.5,35.66667,5.99
Found,0-9kg,Y-86340,H4,1986,-71.5,35.66667,6.11
Found,0-9kg,Y-86339,H4,1986,-71.5,35.66667,6.28
Found,0-9kg,Y-86338,H4,1986,-71.5,35.66667,4.31
Found,0-9kg,Y-86337,H4,1986,-71.5,35.66667,7.48
Found,0-9kg,Y-86336,H4,1986,-71.5,35.66667,6.09
Found,0-9kg,Y-86335,H4,1986,-71.5,35.66667,4.51
Found,0-9kg,Y-86334,H4,1986,-71.5,35.66667,6
Found,0-9kg,Y-86333,H4,1986,-71.5,35.66667,8.02
Found,0-9kg,Y-86332,H4,1986,-71.5,35.66667,4.74
Found,0-9kg,Y-86331,H4,1986,-71.5,35.66667,10.18
Found,0-9kg,Y-86330,H4,1986,-71.5,35.66667,7.77
Found,0-9kg,Y-86329,H4,1986,-71.5,35.66667,4.64
Found,0-9kg,Y-86328,H4,1986,-71.5,35.66667,4.42
Found,0-9kg,Y-86327,H4,1986,-71.5,35.66667,5.72
Found,0-9kg,Y-86326,H4,1986,-71.5,35.66667,6.41
Found,0-9kg,Y-86325,H4,1986,-71.5,35.66667,6.72
Found,0-9kg,Y-86324,H4,1986,-71.5,35.66667,8.32
Found,0-9kg,Y-86323,H4,1986,-71.5,35.66667,9.8
Found,0-9kg,Y-86322,H4,1986,-71.5,35.66667,7.58
Found,0-9kg,Y-86321,H4,1986,-71.5,35.66667,10.19
Found,0-9kg,Y-86320,H4,1986,-71.5,35.66667,6.72
Found,0-9kg,Y-86319,H4,1986,-71.5,35.66667,5.72
Found,0-9kg,Y-86318,H4,1986,-71.5,35.66667,9.9
Found,0-9kg,Y-86317,H4,1986,-71.5,35.66667,7.68
Found,0-9kg,Y-86316,H4,1986,-71.5,35.66667,8.14
Found,0-9kg,Y-86315,H4,1986,-71.5,35.66667,7.69
Found,0-9kg,Y-86314,H4,1986,-71.5,35.66667,9.63
Found,0-9kg,Y-86313,H4,1986,-71.5,35.66667,7.42
Found,0-9kg,Y-86312,H4,1986,-71.5,35.66667,8.15
Found,0-9kg,Y-86311,H4,1986,-71.5,35.66667,7.39
Found,0-9kg,Y-86310,H4,1986,-71.5,35.66667,8.99
Found,0-9kg,Y-86309,H4,1986,-71.5,35.66667,9.64
Found,0-9kg,Y-86308,H4,1986,-71.5,35.66667,9.24
Found,0-9kg,Y-86307,H4,1986,-71.5,35.66667,8.36
Found,0-9kg,Y-86306,H4,1986,-71.5,35.66667,8.33
Found,0-9kg,Y-86305,H4,1986,-71.5,35.66667,7.65
Found,0-9kg,Y-86304,H4,1986,-71.5,35.66667,7.09
Found,0-9kg,Y-86303,H4,1986,-71.5,35.66667,7.73
Found,0-9kg,Y-86302,H4,1986,-71.5,35.66667,14.74
Found,0-9kg,Y-86301,H4,1986,-71.5,35.66667,13.67
Found,0-9kg,Y-86300,H4,1986,-71.5,35.66667,13.08
Found,0-9kg,Y-86299,H4,1986,-71.5,35.66667,14.66
Found,0-9kg,Y-86298,H4,1986,-71.5,35.66667,12.39
Found,0-9kg,Y-86297,H4,1986,-71.5,35.66667,9.55
Found,0-9kg,Y-86296,H4,1986,-71.5,35.66667,10.83
Found,0-9kg,Y-86295,H4,1986,-71.5,35.66667,10.95
Found,0-9kg,Y-86294,H4,1986,-71.5,35.66667,13.87
Found,0-9kg,Y-86293,H4,1986,-71.5,35.66667,14.63
Found,0-9kg,Y-86292,H4,1986,-71.5,35.66667,19.98
Found,0-9kg,Y-86291,H4,1986,-71.5,35.66667,10.86
Found,0-9kg,Y-86290,H4,1986,-71.5,35.66667,14.75
Found,0-9kg,Y-86289,H4,1986,-71.5,35.66667,12.45
Found,0-9kg,Y-86288,H4,1986,-71.5,35.66667,16.4
Found,0-9kg,Y-86287,H4,1986,-71.5,35.66667,23.52
Found,0-9kg,Y-86286,H4,1986,-71.5,35.66667,22.05
Found,0-9kg,Y-86285,H4,1986,-71.5,35.66667,23.15
Found,0-9kg,Y-86284,H4,1986,-71.5,35.66667,17.9
Found,0-9kg,Y-86283,H4,1986,-71.5,35.66667,23.53
Found,0-9kg,Y-86282,H4,1986,-71.5,35.66667,17.43
Found,0-9kg,Y-86281,H4,1986,-71.5,35.66667,35.62
Found,0-9kg,Y-86280,H4,1986,-71.5,35.66667,26.46
Found,0-9kg,Y-86279,H4,1986,-71.5,35.66667,35.91
Found,0-9kg,Y-86278,H4,1986,-71.5,35.66667,40.23
Found,0-9kg,Y-86277,H4,1986,-71.5,35.66667,33.35
Found,0-9kg,Y-86276,H4,1986,-71.5,35.66667,41.34
Found,0-9kg,Y-86275,H4,1986,-71.5,35.66667,46.48
Found,0-9kg,Y-86274,H4,1986,-71.5,35.66667,68.48
Found,0-9kg,Y-86273,H4,1986,-71.5,35.66667,63.95
Found,0-9kg,Y-86272,H4,1986,-71.5,35.66667,110.69
Found,0-9kg,Y-86271,H4,1986,-71.5,35.66667,177.15
Found,0-9kg,Y-86270,H4,1986,-71.5,35.66667,1.17
Found,0-9kg,Y-86269,H4,1986,-71.5,35.66667,0.28
Found,0-9kg,Y-86268,H4,1986,-71.5,35.66667,0.51
Found,0-9kg,Y-86267,H4,1986,-71.5,35.66667,0.82
Found,0-9kg,Y-86266,H4,1986,-71.5,35.66667,0.44
Found,0-9kg,Y-86265,H4,1986,-71.5,35.66667,0.87
Found,0-9kg,Y-86264,H4,1986,-71.5,35.66667,0.68
Found,0-9kg,Y-86263,H4,1986,-71.5,35.66667,0.86
Found,0-9kg,Y-86262,H4,1986,-71.5,35.66667,0.65
Found,0-9kg,Y-86261,H4,1986,-71.5,35.66667,0.88
Found,0-9kg,Y-86260,H4,1986,-71.5,35.66667,0.51
Found,0-9kg,Y-86259,H4,1986,-71.5,35.66667,0.73
Found,0-9kg,Y-86258,H4,1986,-71.5,35.66667,1.05
Found,0-9kg,Y-86257,H4,1986,-71.5,35.66667,1.18
Found,0-9kg,Y-86256,H4,1986,-71.5,35.66667,0.97
Found,0-9kg,Y-86255,H4,1986,-71.5,35.66667,1.6
Found,0-9kg,Y-86254,H4,1986,-71.5,35.66667,1.11
Found,0-9kg,Y-86253,H4,1986,-71.5,35.66667,1.3
